상호명,업종명,업종대분류,업종소분류,소재지도로명주소,소재지지번주소,동명,우편번호,위도,경도
최고당돈가스 능실마을점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 호매실로104번길 24-61,205호 (호매실동, 금호프라자)",경기도 수원시 권선구 호매실동 1400-2번지 금호프라자 205호,호매실동,16630,37.25882894,126.962638
최고당돈가스(호매실점),일반휴게음식-일반한식,일반휴게음식,일반한식,"경기도 수원시 권선구 금곡로 202,117,118호","경기도 수원시 권선구 금곡동 1118번지 117,118호",금곡동,16397,37.2734851,126.9526982
최고당돈까스,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 향교로 3-1,2층 (매산로1가)",경기도 수원시 팔달구 매산로1가 16-9번지 2층,매산동,16455,37.26762531,127.0015089
최고당돈까스 권선구당수점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 당진로 18(당수동),경기도 수원시 권선구 당수동 232-15번지,당수동,16375,37.29065442,126.9406714
최고당돈까스 수원고색점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 고현로25번길 3,1층 (고색동)",경기도 수원시 권선구 고색동 107-5번지 1층,고색동,16649,37.2501751,126.9869201
최고당돈까스 수원천천점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 만석로5번길 6,1층 101호 (천천동,세화프라자)",경기도 수원시 장안구 천천동 528-1번지 세화프라자 1층 101호,천천동,16329,37.29526306,126.9828569
최고당돈까스 인계점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 권광로180번길 46,101호 (인계동)",경기도 수원시 팔달구 인계동 1122번지 101호,인계동,16488,37.26284083,127.0352159
최고의 음식점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 경수대로384번길 24,4층 406호 (권선동)",경기도 수원시 권선구 권선동 1019-2번지 4층 406호,권선동,16571,37.26007134,127.0255682
최고의식당,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 곡반정로33번길 6,102호(곡반정동)",경기도 수원시 권선구 곡반정동 597-13번지 102호,곡반정동,16672,37.23313768,127.0255905
최고집원조수구레,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 서부로 2107,1층 (율전동)",경기도 수원시 장안구 율전동 433-79번지 1층,율전동,16362,37.2968563,126.9701302
최군신닭발,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 수성로262번길 16,1층 (영화동)",경기도 수원시 장안구 영화동 400-21번지 1층,영화동,16274,37.28929611,127.0018285
최네집,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 효원로 196(권선동),경기도 수원시 권선구 권선동 940-1번지,권선동,16569,37.26358628,127.0232004
최다연샤브샤브,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 조원동728-19 동소 728-30/1층,경기도 수원시 장안구 조원동 728-19 동소 728-30/1층,조원동,16282,37.30350317,127.0129397
최미자소머리국밥,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 광교중앙로266번길 22,1층 (하동)",경기도 수원시 영통구 하동 983-5번지 1층,하동,16512,37.29269431,127.0683715
최배달 떡순튀,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로200번길 66(망포동,성지빌딩)",경기도 수원시 영통구 망포동 345-2번지 성지빌딩,망포동,16690,37.24406992,127.0601701
최배달 바로보쌈,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로200번길 66(망포동,성지빌딩)",경기도 수원시 영통구 망포동 345-2번지 성지빌딩,망포동,16690,37.24406992,127.0601701
최배달의떡순튀,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 금호로245번길 16,1층(구운동)",경기도 수원시 권선구 구운동 509-3번지 1층,구운동,16410,37.27646948,126.9767928
최배달의떡순튀본점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 권선로 739,104호 (인계동)",경기도 수원시 팔달구 인계동 1135-1번지 벨로시티 104호,인계동,16491,37.2581504,127.032121
최부자,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 수성로382번길 9-20(영화동),경기도 수원시 장안구 영화동 241-2번지,영화동,16267,37.29380094,127.0143336
최부자갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 일월로42번길 12(화서동),경기도 수원시 팔달구 화서동 722-2번지,화서동,16422,37.28691008,126.9794055
최상무,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 탑동로57번길 29(탑동),경기도 수원시 권선구 탑동 746-2번지,탑동,16603,37.27306964,126.9723723
최상무,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 정자천로 1872층 208호(정자동, 롯데프라자)",경기도 수원시 장안구 정자동 874-2번지 롯데프라자 2층 208호,정자동,16334,37.29656138,126.9954622
최선생운남쌀국수,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 수원천로 240,1층 (인계동)",경기도 수원시 팔달구 인계동 765-6번지 1층,인계동,16470,37.27484133,127.0201403
최씨고집 삼계탕,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로 24-1,1층 (세류동)",경기도 수원시 권선구 세류동 255-2번지 1층,세류동,16594,37.25968063,127.0071548
최씨고집 삼계탕 광교직영점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 광교중앙로266번길 30,2층 (하동)",경기도 수원시 영통구 하동 984번지 2층,하동,16512,37.29229902,127.0687348
최씨화로,일반휴게음식-일반한식,일반휴게음식,일반한식,경기도 수원시 권선구 일월천로4번길 43-9(구운동),경기도 수원시 권선구 구운동 914-4번지,구운동,16413,37.28261529,126.9743814
최여사네족발,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로 185,권선시장 1층 108호 (권선동)",경기도 수원시 권선구 권선동 1051번지 권선시장 1층 108호,권선동,16566,37.25609221,127.0245783
최정옥의 미성복어불고기/주식회사 미성푸,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 대학로 60,101,102,103,137,138호 (이의동,리치프라자3)","경기도 수원시 영통구 이의동 1248-2번지 리치프라자3 101,102,103,137,138호",이의동,16226,37.30092965,127.0457912
추가네황금불닭발,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 삼천병마로1598번길 38(오목천동),경기도 수원시 권선구 오목천동 314-16번지,오목천동,16635,37.24591592,126.9655034
추미정남원추어탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 파장천로 123(파장동),경기도 수원시 장안구 파장동 343-2번지,파장동,16201,37.31493907,127.0014675
추억82,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 매실로 57,1층 11호 (호매실동)",경기도 수원시 권선구 호매실동 392-9번지 1층 11호,호매실동,16395,37.26813319,126.9571243
추억만들기(포차),일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 창룡대로8번길 33(남수동),경기도 수원시 팔달구 남수동 132-4번지,남수동,16257,37.28029414,127.0177706
추억여행7080,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 권선구 매실로8번길 1,4층 (호매실동, 서진빌딩)",경기도 수원시 권선구 호매실동 462-4번지 서진빌딩 4층,호매실동,16399,37.26726201,126.9519425
추억여행7080라이브,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 인계로124번길 19,2층 남쪽일부 (인계동)",경기도 수원시 팔달구 인계동 1039번지 2층 남쪽일부,인계동,16489,37.26651969,127.0309414
추억의꽈배기,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 동수원로514번길 6(매탄동),경기도 수원시 영통구 매탄동 196-1번지,매탄동,16524,37.27259357,127.0467511
추억의대포집,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 향교로 56(매산로3가),경기도 수원시 팔달구 매산로3가 27-8번지,매산동,16456,37.26948682,127.0069217
추억의라이브,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로 180, 지하 (권선동,한성빌딩)",경기도 수원시 권선구 권선동 1061-7번지 한성빌딩 지하,권선동,16581,37.25557503,127.0237358
추억의포차,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 중부대로 191-1(우만동),경기도 수원시 팔달구 우만동 139-8번지,우만동,16494,37.27715396,127.0372599
추억집,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 서부로 2125,2층 (율전동,율전빌딩)",경기도 수원시 장안구 율전동 291-4번지 율전빌딩 2층,율전동,16360,37.29838379,126.971056
추오정남원추어탕,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 천천로 240,1층 (이목동)",경기도 수원시 장안구 이목동 404-1번지 1층,이목동,16342,37.31193851,126.9787026
추오정남원추어탕광교점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 월드컵로150번길 34,1층 (원천동)",경기도 수원시 영통구 원천동 572-1번지 1층,원천동,16500,37.27852013,127.0502688
추자도,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 청명남로28번길 20,209호 (영통동,플러스타운빌딩)",경기도 수원시 영통구 영통동 1009-2번지 플러스타운빌딩 209호,영통동,16705,37.25146478,127.075925
추적60병,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 정조로934번길 29,1층 (영화동)",경기도 수원시 장안구 영화동 292-25번지 1층,영화동,16269,37.29178133,127.0142112
추커추커,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 법조로149번길121, 1층  일부 (하동)",경기도 수원시 영통구 하동 970번지 1층 일부,하동,16512,37.29300431,127.06934
축산이야기,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 중부대로448번길 831층(원천동),경기도 수원시 영통구 원천동 468번지 1층,원천동,16521,37.26694717,127.060116
축제,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 매탄로100번길 21-1,3층 301호 (매탄동,골든프라자)",경기도 수원시 영통구 매탄동 1265-1번지 골든프라자 3층 301호,매탄동,16545,37.25963204,127.0445395
축제,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 매탄로100번길 21-1, 301호(매탄동,골든프라자)",경기도 수원시 영통구 매탄동 1265-1번지 골든프라자 301호,매탄동,16545,37.25963204,127.0445395
춘자,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 덕영대로 1547,3층 3-2호 (영통동,코원빌딩)",경기도 수원시 영통구 영통동 976-15번지 코원빌딩 3층 3-2호,영통동,16698,37.24632341,127.0601683
춘자 순대국,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 팔달로271번길 34(영화동),경기도 수원시 장안구 영화동 276-24번지,영화동,16269,37.29087816,127.013777
춘자포차,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매원로12번길 34(매탄동),경기도 수원시 영통구 매탄동 208-66번지,매탄동,16539,37.26516539,127.04657
춘자푸드,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 권선로640번길 12,1층 (권선동)",경기도 수원시 권선구 권선동 974-9번지 1층,권선동,16564,37.26014249,127.0208538
춘천닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 연무로 341층 (연무동),경기도 수원시 장안구 연무동 230-20번지 1층,연무동,16216,37.29469323,127.0276751
춘천닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 화산로233번길 64,1층 (율전동)",경기도 수원시 장안구 율전동 433-133번지 1층,율전동,16362,37.29698984,126.9697569
춘천닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 정조로922번길 7,1층 (영화동, 이빈빌딩)",경기도 수원시 장안구 영화동 284-1번지 이빈빌딩 1층,영화동,16269,37.2903556,127.0138367
춘천닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매영로45번길 2(매탄동),경기도 수원시 영통구 매탄동 199-70번지,매탄동,16524,37.26919069,127.0478994
춘천닭갈비&막국수,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 장다리로 202,1층 (인계동)",경기도 수원시 팔달구 인계동 981-2번지 1층,인계동,16480,37.26777797,127.0254973
춘천닭갈비vs양푼이김치찌개,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 탑동로 63,101호 (탑동)",경기도 수원시 권선구 탑동 749-4번지 101호,탑동,16603,37.27449917,126.9735693
춘천닭갈비꽃삼겹,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 삼성로168번길 100(매탄동),경기도 수원시 영통구 매탄동 383-11번지,매탄동,16676,37.26141201,127.0599565
춘천닭갈비막국수,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 경수대로1220번길 13-1(파장동),경기도 수원시 장안구 파장동 79-1번지,파장동,16201,37.32035459,126.9883733
춘천막국수,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 행궁로84번길 10-5(팔달로3가),경기도 수원시 팔달구 팔달로3가 131-7번지,행궁동,16260,37.27527891,127.014712
춘천명동닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세권로181번길 30-2(권선동),경기도 수원시 권선구 권선동 1052번지,권선동,16566,37.25679623,127.0248107
춘천명품닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 장안로314번길 1,2층 201,202호 (파장동,홍미빌딩)","경기도 수원시 장안구 파장동 568-11번지 홍미빌딩 2층 201,202호",파장동,16347,37.30952089,126.9885935
춘천에서 왔어요,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매탄로168번길 131층 (매탄동),경기도 수원시 영통구 매탄동 208-68번지 1층,매탄동,16539,37.26524543,127.0462876
춘천중앙막국수,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세지로 20-1(세류동),경기도 수원시 권선구 세류동 1111-2번지,세류동,16589,37.25401804,127.0154461
춘천진닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세지로 111층 (세류동),경기도 수원시 권선구 세류동 1007-24번지 1층,세류동,16588,37.25338435,127.0147848
춘천호반닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 금곡로 204, 203호 (금곡동,세종타운721)",경기도 수원시 권선구 금곡동 1118-1번지 세종타운 721동 203호,금곡동,16397,37.27369543,126.9533509
춘하추동,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 장다리로306번길 13132호 (인계동, 신반포아파트)",경기도 수원시 팔달구 인계동 319-6번지 신반포아파트 132호,인계동,16484,37.27488361,127.0329649
춘향골남원추어탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 수성로245번길 48(정자동),경기도 수원시 장안구 정자동 44-50번지,정자동,16317,37.29143569,126.9983395
춘향골밥상,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 행궁로 107,1층 (중동)",경기도 수원시 팔달구 중동 109-1번지 1층,중동,16263,37.27300404,127.0160914
춘향골추어탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 장안로155번길 41(정자동),경기도 수원시 장안구 정자동 23-13번지,정자동,16315,37.29623282,126.9966265
춘향골추어탕,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 동말로 99, 1층(화서동)",경기도 수원시 팔달구 화서동 62-17번지 1층,화서동,16440,37.27889901,127.005157
춘향골황금추어탕,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 당수로 209,1층 (당수동)",경기도 수원시 권선구 당수동 224-6번지 1층,당수동,16375,37.2904008,126.9442384
춘향원,일반휴게음식-중국식,일반휴게음식,중국식,경기 수원시 권선구 서호동로26번길 33(서둔동),경기도 수원시 권선구 서둔동 45-36번지,서둔동,16618,37.26704224,126.9915764
충남곱창,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 매산로 2-10(매산로1가),경기도 수원시 팔달구 매산로1가 57-3번지,매산동,16461,37.26627677,127.0023524
충남집순대국소머리국전문,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 수원천로264번길30, 1층 (지동)",경기도 수원시 팔달구 지동 328번지 1층,지동,16245,37.27762939,127.020822
충만치킨영통점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 영통구 권선로908번길 30.101호 (신동),경기도 수원시 영통구 신동 935번지 101호,신동,16683,37.24768019,127.0447129
충무김밥남문점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 정조로 789(팔달로2가, 1층)",경기도 수원시 팔달구 팔달로2가 90-1번지 1층,행궁동,16261,37.27855827,127.0164958
충무산낙지,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 효원로 32(매산로3가),경기도 수원시 팔달구 매산로3가 128-1번지,매산동,16456,37.27067559,127.0088314
취락,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 칠보로88번길 135(호매실동),경기도 수원시 권선구 호매실동 820-2번지,호매실동,16386,37.26325365,126.9428929
취우음식점,일반휴게음식-중국식,일반휴게음식,중국식,"경기 수원시 팔달구 동말로77번길 72,2층 (화서동)",경기도 수원시 팔달구 화서동 81-62번지 2층,화서동,16439,37.28207128,127.0028575
츄이츄이,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 조원로46번길 17(조원동),경기도 수원시 장안구 조원동 519-47번지,조원동,16280,37.29829592,127.0202396
츄츄,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 광교호수공원로 155,116호 (원천동,수원광교에일린의뜰)",경기도 수원시 영통구 원천동 590번지 수원광교에일린의뜰 116호,원천동,16517,37.27725764,127.0597176
츄츄,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 광교호수공원로 155지하3층 B116호 (원천동, 수원광교에일린의뜰)",경기도 수원시 영통구 원천동 590번지 수원광교에일린의뜰 지하3층 B116호,원천동,16517,37.27725764,127.0597176
츄카롱&츄로아상(수원점),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 봉영로 1606,117호 (영통동)",경기도 수원시 영통구 영통동 995-2번지 미네시티 117호,영통동,16704,37.25386636,127.0744907
츠바오,일반휴게음식-중국식,일반휴게음식,중국식,"경기 수원시 권선구 경수대로54번길 55, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 603-4번지 1층,곡반정동,16672,37.23434032,127.0242865
츠요이,일반휴게음식-일식?회집,일반휴게음식,일식?회집,"경기 수원시 팔달구 정조로801번길 27, 1층 (남창동)",경기도 수원시 팔달구 남창동 78번지 1층,남창동,16261,37.27997689,127.0151331
치맥 일번가,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 경수대로302번길 22상가동 104호 (권선동,권선한양아파트)",경기도 수원시 권선구 권선동 1188번지 권선한양아파트 상가동 104호,권선동,16585,37.25336609,127.0213703
치맥라이프,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 조원로 72,1층 (조원동)",경기도 수원시 장안구 조원동 739-24번지 1층,조원동,16282,37.29985278,127.0173976
치어스,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 봉영로1759번길 7,1층 좌측 (영통동)",경기도 수원시 영통구 영통동 947-11번지 1층 좌측,영통동,16712,37.26592473,127.0814267
치어스,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기도 수원시 장안구 송원로 83,103호~106호(조운동,메가플러스)",경기도 수원시 장안구 조원동 898-2번지 메가플러스 103호~106호,조원동,16295,37.30244347,127.0095275
치어스,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 팔달구 세지로152번길 38,1층 (인계동, 삼일빌딩)",경기도 수원시 팔달구 인계동 1008-7번지 삼일빌딩 1층,인계동,16479,37.26435135,127.0229249
치어스,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 중부대로143번길 11외1필지(우만동),경기도 수원시 팔달구 우만동 561-13번지 외1필지,우만동,16240,37.27886392,127.0319928
치어스,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 권선구 금호로 39(금곡동),경기도 수원시 권선구 금곡동 242-34번지,금곡동,16396,37.26903041,126.9562156
치어스 정자수성점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 장안로76번길 40,1 층 (정자동)",경기도 수원시 장안구 정자동 79-14번지 1층,정자동,16313,37.2919681,127.0049022
치어스 정자점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 정자천로173번길 17205호 투대일타운 (정자동),경기도 수원시 장안구 정자동 876-2번지 투대일타운 205호,정자동,16334,37.29615018,126.9941561
치어스 탑동점,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 권선구 하탑로 38,203호 (탑동,서수프라자)",경기도 수원시 권선구 탑동 863-1번지 서수프라자 203호,탑동,16610,37.2687042,126.9758202
치어스 호매실점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 금곡로 106,205호 (금곡동)",경기도 수원시 권선구 금곡동 1085-2번지 우성메디피아 205호,금곡동,16388,37.27397594,126.9419905
치어스구운점,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 권선구 일월천로16번길 141층(구운동),경기도 수원시 권선구 구운동 907-7번지 1층,구운동,16413,37.28332566,126.9739929
치어스성균관대점,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 화산로233번길 42,2층 (율전동)",경기도 수원시 장안구 율전동 433-93번지 2층,율전동,16362,37.29799227,126.9701786
치어스화서숙지점,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 팔달구 화양로 26-1,1층(화서동)",경기도 수원시 팔달구 화서동 209-28번지 1층,화서동,16439,37.28066051,126.9974973
치어스화서점,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 일월로42번길 8-28(화서동),경기도 수원시 팔달구 화서동 721-10번지,화서동,16422,37.28580383,126.9799659
치요no2,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로214번길 17,2층 (영통동,ASK빌딩)",경기도 수원시 영통구 영통동 975-11번지 ASK빌딩 2층,영통동,16698,37.24659537,127.0581597
치요남치킨,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 금호로 7,1층 (호매실동)",경기도 수원시 권선구 호매실동 469-21번지 1층,호매실동,16399,37.2687801,126.9527548
치요남치킨,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 장안구 대평로52번길 82(정자동),경기도 수원시 장안구 정자동 29-27번지,정자동,16315,37.294943,126.9985531
치요남치킨 수원인계점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 세지로244번길 23,1층 (인계동)",경기도 수원시 팔달구 인계동 256-3번지 1층,인계동,16472,37.27241868,127.0251298
치요남치킨수원매탄점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 매여울로53번길 1,1층 101호 (매탄동)",경기도 수원시 영통구 매탄동 101-48번지 1층 101호,매탄동,16531,37.27263873,127.0444273
치요남치킨수원영통점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 덕영대로1499번길 79,103호 (망포동)",경기도 수원시 영통구 망포동 11-12번지 타운빌딩 103호,망포동,16681,37.24752332,127.0532269
치즈를 사랑한 찜닭,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 팔달로127번길 16-4, 1층 (화서동)",경기도 수원시 팔달구 화서동 71-27번지 1층,화서동,16439,37.28029848,127.0035573
치즈쇼피자 망포역점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 신원로 144,1층 101호 (신동)",경기도 수원시 영통구 신동 339-6번지 1층 101호,신동,16679,37.24934899,127.0569145
치청춘5호점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 갓매산로55번길 4,1층 (매산로2가)",경기도 수원시 팔달구 매산로2가 14-4번지 1층,매산동,16455,37.26942181,127.0043054
치치,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 화서문로 371층(장안동),경기도 수원시 팔달구 장안동 312-2번지 1층,장안동,16250,37.28519226,127.0120424
치치,일반휴게음식-칵테일바,일반휴게음식,칵테일바,"경기 수원시 팔달구 경수대로446번길 42,2층 201호 (인계동)",경기도 수원시 팔달구 인계동 1031번지 2층 201호,인계동,16490,37.26526706,127.0287499
치칵치칵호매실점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 서수원로577번길 305지층 B217호 (금곡동,수원모아미래도센트럴타운2단지)",경기도 수원시 권선구 금곡동 1077번지 수원모아미래도센트럴타운2단지 지층 B217호,금곡동,16380,37.27619266,126.9399325
치킨각,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 매영로56번길 15-6(매탄동),경기도 수원시 영통구 매탄동 200-39번지,매탄동,16540,37.26819047,127.0479843
치킨과유동골뱅이,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 매산로 142,1층 (교동)",경기도 수원시 팔달구 교동 126-2번지 1층,교동,16465,37.27221957,127.0160287
치킨달인,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 수성로261번길 39가동 101호 (정자동,삼화연립)",경기도 수원시 장안구 정자동 44-8번지 삼화연립 가동 101호,정자동,16317,37.29142311,126.9996257
치킨달인,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 월드컵로428번길 9(연무동),경기도 수원시 장안구 연무동 250-18번지,연무동,16220,37.29413564,127.025738
치킨달인,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 팔달로107번길 42,1층 103호 (화서동)",경기도 수원시 팔달구 화서동 108-7번지 1층 103호,화서동,16442,37.27841358,127.0011783
치킨달인(화서점),일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 팔달구 동말로38번길 9-41층 101호 (화서동),경기도 수원시 팔달구 화서동 180-12번지 1층 101호,화서동,16442,37.27791689,126.998824
치킨더비 수원법원점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 동수원로 5261층 3호 (매탄동,신라빌딩)",경기도 수원시 영통구 매탄동 102-5번지 신라빌딩 1층 3호,매탄동,16525,37.27312154,127.0481014
치킨더비 수원영통점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 청명남로34번길 8,107,108,109,110호 (영통동,동양프라자)","경기도 수원시 영통구 영통동 1010-2번지 동양프라자 107,108,109,110호",영통동,16705,37.25235718,127.0759313
치킨더홈,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 온정로9번길 36,212(상가)동 101호 (오목천동,서희스타힐스아파트)",경기도 수원시 권선구 오목천동 1170번지 서희스타힐스아파트 212(상가)동 101호,오목천동,16631,37.2473777,126.9638468
치킨더홈매탄점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 중부대로246번길 12, 1층 (매탄동)",경기도 수원시 영통구 매탄동 153-122번지 1층,매탄동,16530,37.27451442,127.0422954
치킨마루 수여성병원,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 서부로1596번길 101층 103호 (고색동),경기도 수원시 권선구 고색동 886-125번지 1층 103호,고색동,16625,37.25149987,126.9765596
